SampleSize,Trial,Estimator,RuntimeNs
1600,28,Unbiased,2959
1600,28,BarianceOpt,3334
1600,29,Unbiased,3000
1600,29,BarianceOpt,5792
1600,30,Unbiased,2875
1600,30,BarianceOpt,3958
1600,31,Unbiased,2875
1600,31,BarianceOpt,1458
1600,32,Unbiased,2875
1600,32,BarianceOpt,1500
1600,33,Unbiased,2875
1600,33,BarianceOpt,1459
1600,34,Unbiased,2917
1600,34,BarianceOpt,1500
1600,35,Unbiased,2917
1600,35,BarianceOpt,1458
1600,36,Unbiased,2916
1600,36,BarianceOpt,1416
1600,37,Unbiased,2917
1600,37,BarianceOpt,1500
1600,38,Unbiased,2916
1600,38,BarianceOpt,1416
1600,39,Unbiased,2916
1600,39,BarianceOpt,1459
1600,40,Unbiased,2916
1600,40,BarianceOpt,1417
1600,41,Unbiased,2875
1600,41,BarianceOpt,1458
1600,42,Unbiased,2916
1600,42,BarianceOpt,1458
1600,43,Unbiased,2875
1600,43,BarianceOpt,1417
1600,44,Unbiased,2916
1600,44,BarianceOpt,1500
1600,45,Unbiased,2917
1600,45,BarianceOpt,1458
1600,46,Unbiased,2875
1600,46,BarianceOpt,1500
1600,47,Unbiased,2917
1600,47,BarianceOpt,1500
1600,48,Unbiased,2958
1600,48,BarianceOpt,1500
1600,49,Unbiased,2917
1600,49,BarianceOpt,1500
1600,50,Unbiased,2917
1600,50,BarianceOpt,1458
1600,51,Unbiased,2833
1600,51,BarianceOpt,1500
1600,52,Unbiased,2875
1600,52,BarianceOpt,1500
1600,53,Unbiased,2875
1600,53,BarianceOpt,1500
1600,54,Unbiased,2875
1600,54,BarianceOpt,1458
1600,55,Unbiased,2875
1600,55,BarianceOpt,1500
1600,56,Unbiased,2875
1600,56,BarianceOpt,1458
1600,57,Unbiased,2917
1600,57,BarianceOpt,1458
1600,58,Unbiased,2917
1600,58,BarianceOpt,1500
1600,59,Unbiased,2875
1600,59,BarianceOpt,1458
1600,60,Unbiased,2916
1600,60,BarianceOpt,1458
1600,61,Unbiased,2833
1600,61,BarianceOpt,1458
1600,62,Unbiased,2917
1600,62,BarianceOpt,1500
1600,63,Unbiased,2875
1600,63,BarianceOpt,1459
1600,64,Unbiased,2875
1600,64,BarianceOpt,1500
1600,65,Unbiased,2958
1600,65,BarianceOpt,1459
1600,66,Unbiased,2875
1600,66,BarianceOpt,1458
1600,67,Unbiased,2875
1600,67,BarianceOpt,1459
1600,68,Unbiased,2917
1600,68,BarianceOpt,1500
1600,69,Unbiased,2875
1600,69,BarianceOpt,1459
1600,70,Unbiased,2958
1600,70,BarianceOpt,1500
1600,71,Unbiased,2917
1600,71,BarianceOpt,1458
1600,72,Unbiased,2875
1600,72,BarianceOpt,1500
1600,73,Unbiased,2834
1600,73,BarianceOpt,1500
1600,74,Unbiased,2916
1600,74,BarianceOpt,1459
1600,75,Unbiased,2875
1600,75,BarianceOpt,1500
1600,76,Unbiased,2833
1600,76,BarianceOpt,1458
1600,77,Unbiased,2875
1600,77,BarianceOpt,1500
1600,78,Unbiased,2917
1600,78,BarianceOpt,1459
1600,79,Unbiased,2875
1600,79,BarianceOpt,1417
1600,80,Unbiased,2875
1600,80,BarianceOpt,1417
1600,81,Unbiased,2958
1600,81,BarianceOpt,1459
1600,82,Unbiased,2917
1600,82,BarianceOpt,1500
1600,83,Unbiased,2833
1600,83,BarianceOpt,1500
1600,84,Unbiased,2875
1600,84,BarianceOpt,1500
1600,85,Unbiased,2875
1600,85,BarianceOpt,1500
1600,86,Unbiased,2875
1600,86,BarianceOpt,1500
1600,87,Unbiased,2875
1600,87,BarianceOpt,1500
1600,88,Unbiased,2916
1600,88,BarianceOpt,1459
1600,89,Unbiased,2916
1600,89,BarianceOpt,1459
1600,90,Unbiased,2875
1600,90,BarianceOpt,1459
1600,91,Unbiased,2917
1600,91,BarianceOpt,1458
1600,92,Unbiased,2917
1600,92,BarianceOpt,1500
1600,93,Unbiased,2916
1600,93,BarianceOpt,1459
1600,94,Unbiased,2875
